strawberries,strawberries>,1, 1.08333333333 , 0.0833333333333
milk shakes,milk shake,1, 0.909090909091 , 0.0909090909091
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
ice cream cones,ice cream cone,1, 0.933333333333 , 0.0666666666667
